WMO,CYCLE_NUMBER,Category,PRES_ADJUSTED,LATITUDE,LONGITUDE,TIME
6902668,4,1,380,69.32998500000001,-60.20148600000001,2016-07-12
6902668,97,1,380,70.8523765,-61.95144933333333,2016-10-27
6902668,90,0,300,70.1932645,-61.60814716666667,2016-10-06
5906315,23,1,500,-50.618,-138.103,2021-08-26
5906315,22,1,500,-51.501,-139.899,2021-08-16
5906315,24,1,540,-50.065,-138.418,2021-09-05
4903532,17,1,220,61.1369,-24.8111,2023-10-13
4903532,42,0,420,57.7364,-32.6051,2024-06-17
2903864,19,1,300,-47.011,111.1552,2024-09-22
6902953,13,1,260,68.21651310235727,-60.57472317366952,2019-06-07
6902953,27,0,340,67.98745466666666,-60.263159333333334,2019-07-27
6902953,24,0,260,67.9234905,-60.08378066666668,2019-07-24
6902828,206,1,300,35.25205727198817,20.607594278713393,2017-07-27
5904683,8,1,380,-46.32,95.908,2016-05-15
5904683,133,1,260,-52.757,-145.167,2019-11-28
5904683,18,1,460,-46.461,103.133,2016-08-26
5904683,49,1,260,-50.728,133.281,2017-07-13
5904683,51,1,220,-51.146,136.094,2017-08-03
5904683,143,2,420,-57.697,-125.372,2020-03-11
5904683,166,1,740,-50.059,-117.643,2020-11-03
5904683,38,1,460,-49.664,120.633,2017-03-21
5904683,127,2,420,-52.676,-158.315,2019-09-27
5904683,142,1,300,-58.21,-124.893,2020-02-29
5904104,152,1,340,-60.865,166.213,2015-10-25
7901001,15,4,260,16.523053333333333,-23.800818333333332,2022-03-31
1902304,120,1,380,49.2052,-18.5926,2023-03-08
1902304,112,1,540,51.661,-17.449,2022-12-17
1902304,150,1,220,54.2612,-16.1974,2024-01-09
1902304,172,1,580,60.5847,-19.7548,2024-08-18
5905072,31,1,260,-50.313,94.127,2017-10-04
5905072,84,1,380,-53.014,149.19,2019-02-28
5905072,72,1,500,-48.969,134.977,2018-11-10
5905072,99,1,260,-56.596,169.345,2019-07-27
5905072,107,1,420,-54.658,172.278,2019-09-18
5905072,43,2,260,-46.909,96.632,2018-02-01
5905072,34,1,220,-49.654,92.897,2017-11-03
5905072,28,1,980,-49.589,90.274,2017-09-04
5905072,29,1,260,-50.273,92.537,2017-09-14
5905072,69,1,260,-50.809,131.512,2018-10-11
5905072,123,1,420,-57.998,-175.984,2020-02-06
5905072,41,1,380,-47.67,96.602,2018-01-12
5905103,138,1,300,-56.173,-154.378,2021-11-21
5905103,142,2,260,-56.176,-152.433,2021-12-31
5905103,156,1,380,-56.951,-136.254,2022-05-21
5905103,140,1,380,-56.091,-152.428,2021-12-11
5905103,62,1,340,-57.647,164.708,2019-10-20
5905103,155,1,340,-56.705,-141.376,2022-05-11
5905103,76,1,380,-58.559,177.812,2020-03-09
5905103,152,2,300,-55.279,-148.033,2022-04-11
5905103,157,1,260,-55.748,-133.59,2022-05-31
5905103,73,1,380,-59.154,169.294,2020-02-08
5905103,151,1,420,-54.781,-148.115,2022-04-01
5905103,137,1,260,-56.86,-153.62,2021-11-11
5905103,86,1,300,-59.111,176.503,2020-06-17
5905103,72,3,220,-58.357,166.596,2020-01-29
5904476,36,0,580,-47.89,29.18,2015-11-24
1902453,41,1,420,-1.3469,75.5431,2024-07-05
1902453,9,1,300,-1.2002,63.3391,2023-08-20
1902453,29,2,580,-0.2914,66.9181,2024-03-07
1902453,14,2,460,-1.2552,68.5718,2023-10-09
1902453,3,1,380,-0.8311,64.5613,2023-06-21
5905378,9,1,420,-64.655,145.438,2018-05-03
5905378,8,1,340,-64.553,143.715,2018-04-23
6901770,65,1,300,34.094921666666664,26.031583333333337,2016-03-12
6901770,131,1,260,34.295588333333335,27.722716666666667,2017-04-18
5906035,145,0,300,-44.2567,86.1892,2023-04-22
5906035,78,1,740,-40.978,36.04,2021-06-19
5906035,127,2,500,-45.076,71.841,2022-10-23
5906035,49,2,860,-37.787,29.846,2020-09-01
5906035,83,2,700,-39.79,38.904,2021-08-08
5906035,51,1,380,-35.717,30.008,2020-09-21
5906035,142,2,300,-45.704,86.9833,2023-03-23
5906035,81,2,740,-41.054,37.236,2021-07-19
5906035,119,2,340,-42.435,56.37,2022-08-04
5906035,54,1,660,-36.722,30.323,2020-10-21
5906035,80,0,740,-40.84,36.489,2021-07-09
5906035,143,1,380,-45.6089,86.4737,2023-04-02
5906035,71,1,260,-37.495,25.706,2021-04-10
5906035,63,2,260,-39.384,27.264,2021-01-19
5906035,120,1,420,-43.685,57.892,2022-08-14
5906035,53,1,700,-36.421,30.445,2020-10-11
5906035,128,1,420,-44.603,74.427,2022-11-02
5906035,64,0,700,-39.055,26.887,2021-01-29
5906035,72,2,300,-38.097,28.768,2021-04-20
6901646,9,2,780,59.46937333333333,-38.53411666666667,2014-06-28
6901646,21,1,420,60.49313,-37.02815666666667,2014-07-22
6901646,63,0,500,62.040685,-32.48592333333333,2015-01-27
4901803,34,1,340,69.5888855,-60.401536,2016-08-11
4901803,35,2,380,69.64486066666667,-60.54279066666666,2016-08-12
4901803,96,2,300,70.83035383333332,-61.87530366666667,2016-10-27
4901803,93,1,300,70.62002466666667,-61.83587183333334,2016-10-18
4901803,7,2,380,69.32330449999999,-60.71839016666666,2016-07-15
5904659,101,1,220,-49.469,36.139,2018-11-08
5904659,17,1,460,-57.057,-42.573,2016-06-21
5906573,11,2,380,-12.1339,-108.3066,2023-04-05
6901769,123,1,220,38.879661666666664,10.875473333333334,2016-12-06
6901657,56,1,260,41.07637833333333,7.851228333333333,2019-06-05
5904673,51,2,340,-55.936,-146.963,2017-09-25
5904673,48,1,260,-56.118,-149.461,2017-08-26
5904673,50,1,260,-55.714,-147.151,2017-09-15
5904673,90,1,220,-63.513,-113.035,2018-10-20
5904673,33,1,220,-58.587,-159.074,2017-03-29
5904673,34,1,300,-58.049,-158.759,2017-04-08
5904673,57,0,220,-57.698,-135.241,2017-11-24
5904673,89,1,300,-62.923,-112.884,2018-10-10
5904673,26,0,380,-59.078,-163.456,2017-01-18
5904673,12,0,380,-60.009,-167.363,2016-08-30
5904673,53,1,220,-55.72,-146.06,2017-10-15
5904673,80,2,300,-62.918,-120.46,2018-07-12
5904673,19,0,300,-58.481,-166.924,2016-11-09
5904673,83,1,420,-63.557,-119.683,2018-08-11
5904673,11,1,380,-60.139,-167.632,2016-08-20
5904673,105,1,260,-59.843,-117.221,2019-02-19
5904673,21,0,220,-58.297,-165.583,2016-11-29
5904673,9,1,380,-60.306,-168.42,2016-07-31
5904673,55,1,260,-56.43,-142.169,2017-11-04
1902455,30,1,380,1.4127,63.8903,2024-03-17
1902455,45,1,260,2.4899,70.0551,2024-08-15
1902455,43,1,380,2.2444,68.3583,2024-07-26
1902455,36,0,420,3.401,64.2329,2024-05-16
1902455,44,0,340,1.8874,69.2189,2024-08-05
1902455,7,1,380,1.3753,67.1556,2023-08-01
1902455,20,0,340,2.6921,65.7695,2023-12-08
5905555,33,0,380,-55.972833333333334,153.11973,2024-02-12
5905071,38,1,380,-43.979,77.701,2018-12-21
5905071,39,0,340,-44.083,77.524,2018-12-31
5905071,23,1,820,-43.124,71.446,2018-07-23
5906444,13,0,540,-51.3871,-154.2584,2023-03-31
5906444,52,1,500,-51.1183,-121.1502,2024-04-20
5906244,18,1,260,-32.896,-0.508,2020-09-17
5906207,166,0,500,-51.76,146.347,2024-09-05
5906207,100,1,340,-47.162,97.637,2022-10-28
5906207,77,1,420,-50.014,86.115,2022-03-06
5906207,76,1,260,-51.101,85.53,2022-02-24
5906207,131,1,420,-54.213,131.424,2023-09-11
5906207,80,1,260,-51.107,88.778,2022-04-06
7901098,36,0,300,6.9113,-173.1987,2024-09-23
5906213,93,1,300,-41.543,-48.138,2022-07-14
5906213,120,1,380,-38.874,-35.606,2023-04-21
6901485,178,0,260,52.09343666666667,-50.157621666666664,2016-02-28
6901485,46,1,340,61.946275,-37.23116666666667,2014-02-24
6901485,3,1,700,62.99895166666667,-30.141181666666668,2013-06-19
6901485,26,0,580,63.60606333333333,-31.853358333333333,2013-09-12
5904846,101,0,380,-38.27,136.438,2020-10-12
5904179,126,1,220,-56.218,-133.396,2017-10-07
5904179,74,1,420,-55.318,-168.111,2016-04-18
5904179,158,0,220,-61.969,-118.312,2018-09-02
5904179,123,1,220,-56.066,-141.335,2017-09-06
5904179,132,0,220,-57.666,-130.447,2017-12-08
5904179,130,2,220,-57.588,-130.374,2017-11-17
5904179,114,1,340,-54.255,-157.857,2017-06-04
5904179,54,1,260,-56.261,-166.997,2015-09-25
5906438,32,1,220,43.89,-47.83,2022-03-18
5906438,47,1,380,41.702,-45.845,2022-08-16
5906438,86,1,220,43.644,-48.416,2023-09-13
5906438,36,1,220,42.658,-49.146,2022-04-27
5906438,84,1,220,43.726,-47.208,2023-08-23
5906438,51,1,420,43.48,-43.255,2022-09-26
5906438,39,1,620,41.305,-48.477,2022-05-28
5906438,90,1,380,42.026,-49.624,2023-10-23
5906438,49,1,260,42.382,-46.124,2022-09-05
5906438,82,1,300,43.734,-46.028,2023-08-03
5906438,52,1,660,43.713,-41.796,2022-10-06
5906438,44,1,420,42.124,-46.515,2022-07-17
5903586,118,0,300,13.586,49.047,2013-08-15
5903586,54,1,220,19.508,58.724,2012-09-17
5903586,170,1,340,13.773,50.173,2014-05-12
5903586,55,1,220,18.736,58.39,2012-09-22
5904984,51,1,300,-58.611,-40.922,2018-05-14
5904984,32,0,340,-58.758,-45.718,2017-11-05
5904984,19,1,380,-58.01,-51.901,2017-06-28
5904984,62,2,300,-58.49,-37.407,2018-09-01
5904984,46,0,300,-59.247,-43.441,2018-03-25
5904984,80,0,340,-58.5,-32.739,2019-02-28
5904984,24,1,900,-57.578,-48.737,2017-08-17
5904984,35,2,300,-58.712,-44.271,2017-12-05
5905556,69,1,340,-53.8801,176.17909166666666,2024-09-12
5905556,25,1,220,-56.19245833333333,154.161205,2024-01-05
3902554,37,1,300,-37.5826,39.5413,2024-09-12
5906544,1,3,260,-63.3841,-88.3052,2022-11-21
5905079,61,0,380,-56.493,-86.484,2018-10-22
5905079,23,1,500,-54.892,-107.665,2017-10-03
5905079,33,1,700,-55.911,-105.921,2018-01-12
5905079,59,0,420,-57.979,-88.081,2018-10-02
5905079,62,1,540,-57.131,-85.577,2018-11-01
5905079,87,1,420,-51.66,-52.544,2019-07-11
5905079,31,1,420,-57.389,-109.931,2017-12-23
5905079,92,2,380,-52.932,-52.215,2019-08-30
1902454,10,0,260,3.8498,65.7732,2023-09-01
1902454,40,0,220,4.5614,55.9738,2024-06-27
1902454,32,1,300,2.9053,60.0211,2024-04-08
1902454,3,0,220,3.5362,65.7434,2023-06-23
1902454,39,0,260,4.5369,56.5569,2024-06-17
1902454,25,0,300,2.4554,62.2341,2024-01-29
1902454,44,1,380,2.7287,54.496,2024-08-06
1902454,34,1,260,3.4918,58.5797,2024-04-28
5906970,32,0,500,-9.882064833333336,57.5960145,2023-08-01
6903825,32,1,740,41.10160333333334,18.400411666666667,2023-05-03
5906238,48,1,540,1.949,178.833,2021-07-16
5906238,120,1,700,1.803,-176.794,2023-07-09
5906238,53,0,300,1.372,-179.938,2021-09-04
5904473,57,3,420,-46.312,58.272,2016-08-28
5904473,59,1,340,-45.621,56.04,2016-09-17
5905970,67,1,300,5.183,-179.765,2020-05-26
2903454,1,1,340,-64.1475,141.8007,2023-04-02
3902122,280,1,220,10.764968333333334,-25.364886666666667,2021-04-11
5906220,31,1,420,-49.416,88.079,2020-11-25
5906220,46,1,300,-50.967,95.607,2021-04-29
5906220,62,1,420,-49.62,101.406,2021-10-11
5906209,19,1,500,-44.674,72.36,2020-07-13
5906209,12,1,340,-44.877,58.806,2020-05-02
5906209,18,1,420,-44.469,69.85,2020-07-03
5906209,64,1,260,-46.114,100.758,2021-10-17
5906226,56,1,820,-56.045,-43.791,2021-08-22
5906226,68,1,940,-57.972,-37.771,2021-12-24
5906226,43,1,860,-59.414,-51.672,2021-04-08
5906226,47,1,860,-59.265,-48.918,2021-05-20
5906226,60,3,660,-57.013,-43.054,2021-10-02
5906226,75,0,740,-57.404,-31.539,2022-03-07
5906226,52,1,460,-57.412,-46.931,2021-07-11
5905996,26,1,220,-50.565,15.771,2019-08-30
5905971,115,0,700,1.856,159.449,2021-09-27
5905971,137,0,300,0.409,158.837,2022-05-12
2903466,6,2,380,1.5689,82.0844,2023-08-23
2903466,8,0,220,2.0788,81.0894,2023-09-12
5906576,50,0,540,-19.7697,-110.6176,2024-05-17
5906576,40,0,540,-19.7973,-110.7458,2024-02-04
5906540,38,1,260,-9.2402,44.6128,2023-10-31
5906540,62,0,380,-11.7293,46.6269,2024-06-27
5906033,63,0,300,-66.99519051253645,15.613284595904291,2020-12-30
5905080,26,1,420,-64.45706301892608,-122.37180706715208,2017-10-30
5904479,95,1,540,53.071,-22.164,2015-05-23
5904479,16,1,220,52.53,-28.326,2014-04-02
5904479,29,1,260,52.546,-23.385,2014-06-09
5904479,32,1,300,53.71,-22.555,2014-06-25
5904479,81,1,500,53.21,-15.667,2015-03-10
5904479,22,1,380,52.556,-24.519,2014-05-04
5904479,17,1,300,52.647,-27.692,2014-04-07
5904479,19,1,340,53.432,-26.611,2014-04-18
5904479,40,1,460,52.613,-21.019,2014-08-06
5904479,39,3,380,53.354,-21.557,2014-08-01
5904479,18,2,260,53.082,-27.251,2014-04-12
5904479,87,1,500,51.757,-19.911,2015-04-11
5904479,89,0,380,51.908,-21.111,2015-04-21
5904479,51,1,580,52.952,-15.918,2014-10-03
5906310,10,1,220,-41.585,-149.849,2021-04-13
5906310,37,1,260,-37.962,-150.919,2022-01-08
5906310,8,1,220,-41.899,-149.871,2021-03-24
5906539,55,0,260,-7.8866,75.7093,2024-04-25
5906539,13,0,420,-5.231,61.355,2023-03-02
5905073,22,1,220,-49.781,79.054,2017-07-06
5905073,50,1,500,-49.614,96.027,2018-04-12
5905073,29,1,540,-50.703,86.526,2017-09-14
5905073,30,1,220,-49.124,87.494,2017-09-24
5905073,37,1,220,-48.514,87.141,2017-12-03
5905073,27,1,380,-50.979,84.111,2017-08-25
5905073,41,1,420,-48.464,86.01,2018-01-12
5905073,31,1,420,-48.869,88.07,2017-10-04
5906581,45,1,420,-60.3559,178.1322,2024-04-12
5906044,23,2,340,4.394,-123.784,2020-02-03
5906044,40,1,300,4.077,-123.684,2020-04-30
5906044,81,1,300,4.568,-119.086,2020-11-28
5906044,199,1,260,4.987,-115.685,2022-08-01
5906044,20,0,340,4.062,-123.793,2020-01-18
5906044,116,0,260,4.246,-116.526,2021-05-28
5906044,19,2,340,3.889,-123.87,2020-01-13
2903453,44,1,420,-51.0826,156.8637,2024-06-16
5904688,157,1,340,-61.921,-169.837,2020-08-04
5904688,77,1,340,-52.494,148.678,2018-04-30
5904688,68,1,340,-50.013,139.774,2018-01-28
5904688,74,0,420,-53.157,151.073,2018-03-31
5904688,75,1,500,-52.203,148.541,2018-04-10
5904688,12,0,340,-47.423,110.104,2016-06-27
5906249,56,1,220,-39.307,7.025,2021-10-13
5906249,93,1,220,-40.623,10.582,2022-10-29
5906249,55,1,260,-39.442,6.842,2021-10-03
5906249,58,0,300,-39.206,6.166,2021-11-03
6902737,90,2,420,-49.395318333333336,76.34043333333334,2017-05-07
6902737,196,1,340,-53.70534,89.19604333333334,2018-02-24
6902737,137,1,220,-49.871015,82.97187666666667,2017-10-29
6902737,190,2,460,-53.11546833333333,89.42418,2018-02-12
6902737,193,1,500,-53.663473333333336,90.35987,2018-02-18
6902737,186,1,300,-53.31572333333333,86.36084166666667,2018-02-04
6902737,136,0,220,-49.682633333333335,82.46526166666666,2017-10-27
6902737,119,1,220,-50.82033,81.33647,2017-09-19
6902737,187,1,260,-53.018155,87.139355,2018-02-06
6902737,138,1,260,-50.175243333333334,83.25645166666666,2017-10-31
2903854,26,0,220,-31.2366,114.0233,2024-04-05
2903467,10,0,380,-10.2543,88.7859,2023-10-06
2903467,4,0,380,-9.5742,91.0199,2023-08-07
2903467,6,0,380,-9.809,90.6968,2023-08-27
2903467,29,0,380,-10.0245,91.6955,2024-04-13
2903467,3,0,340,-9.7697,91.1542,2023-07-28
2903467,5,0,380,-9.6617,90.9212,2023-08-17
2903467,37,0,300,-9.861,91.9621,2024-07-03
5905553,113,1,220,-39.695519999999995,149.96684833333333,2024-07-03
5906248,29,1,620,-58.0843,-50.7351,2023-08-28
5906248,28,1,700,-58.2515,-52.5826,2023-08-17
5906248,34,1,460,-57.2529,-45.064,2023-10-19
5906248,22,1,380,-59.4699,-57.3006,2023-06-16
5906248,65,1,300,-50.496,-41.488,2024-09-06
6904241,35,1,220,57.299875500000006,-44.6034945,2023-04-25
6904241,17,0,340,57.316112833333335,-46.974659,2022-10-28
6904241,33,0,260,57.32813566666667,-43.740898,2023-04-05
5906509,34,0,260,-61.549,-177.8654,2023-12-08
5905076,1,1,420,-57.178,-126.307,2017-02-22
5905076,62,0,420,-58.893,-88.25,2018-10-29
5905076,6,1,500,-57.786,-124.063,2017-04-13
5905076,132,0,340,-47.956,-50.183,2020-10-02
5905076,91,0,420,-55.375,-55.946,2019-08-17
5905076,58,1,220,-56.822,-91.126,2018-09-19
5905076,89,1,300,-56.081,-63.065,2019-07-28
5905076,19,1,500,-54.203,-112.563,2017-08-22
5905076,45,0,220,-56.845,-99.035,2018-05-11
5905076,35,0,260,-58.493,-104.586,2018-01-30
5905076,31,0,540,-56.405,-108.068,2017-12-21
5905076,64,0,540,-59.152,-86.069,2018-11-18
5905076,141,0,220,-46.764,-53.279,2020-12-31
5905076,144,2,260,-47.93,-51.408,2021-01-30
5905076,81,1,420,-57.579,-73.902,2019-05-08
5905076,48,1,420,-56.953,-94.162,2018-06-11
5905076,75,1,540,-59.452,-76.862,2019-03-09
5905985,32,0,220,-40.988,-34.299,2019-09-01
7900562,198,0,260,39.80266260433896,5.471308483805744,2022-05-02
5906546,48,1,420,-54.0565,-137.3497,2024-03-31
5906546,1,1,700,-48.102,-175.641,2022-12-04
5906546,44,1,540,-52.7471,-140.9072,2024-02-19
5906546,51,0,420,-54.1691,-132.3153,2024-05-01
5906307,51,0,260,-38.832,-144.871,2022-05-26
5906308,131,0,420,-36.6821,-76.5736,2024-06-24
5906489,67,0,300,-36.166,-51.351,2023-12-28
5904188,158,1,660,-52.07,-122.786,2017-08-25
5904188,8,1,420,-52.008,-142.826,2014-05-22
6902550,89,0,340,70.74,5.463,2016-01-17
6902550,190,1,260,76.196,-1.155,2017-06-07
6902550,188,1,380,76.483,-1.576,2017-05-28
6902550,108,0,540,72.038,4.273,2016-04-21
6902550,178,1,580,77.449,0.343,2017-04-08
6902550,171,1,420,77.44,2.901,2017-03-03
6902550,222,1,540,75.419,-8.71,2017-11-14
6902550,223,1,540,75.157,-9.874,2017-11-19
6902550,104,2,660,71.879,5.364,2016-04-01
6902550,97,0,380,71.516,7.156,2016-02-26
6902550,102,0,380,72.036,5.483,2016-03-22
6902550,50,1,740,71.504,6.466,2015-07-06
5906235,78,1,420,0.518,-159.231,2022-05-03
5906235,107,1,340,0.537,-179.284,2023-02-18
5906235,85,1,220,1.347,-169.177,2022-07-13
5906476,11,2,260,5.081,-137.374,2022-03-16
5906003,20,0,540,-57.241,-44.678,2019-09-10
5906003,10,1,980,-57.95,-51.321,2019-06-01
6903554,82,0,420,64.24883,-6.82468,2020-05-03
5904693,76,0,220,-51.231,-146.844,2018-07-06
5904693,129,1,300,-54.34540788282936,-141.73385501256638,2019-05-28
5904693,139,1,860,-56.303,-124.669,2019-09-08
5904693,128,1,220,-53.94,-142.095,2019-05-17
5904693,143,1,260,-55.955,-113.775,2019-10-19
5905372,100,1,260,-57.227,-151.5,2020-10-18
5905372,71,1,220,-61.36,-174.789,2019-12-31
5905372,28,1,220,-51.651,141.696,2018-10-25
5905372,32,0,220,-53.536,148.192,2018-12-04
5905372,47,0,340,-59.292,169.212,2019-05-04
5905105,35,0,540,-32.576,-72.052,2018-09-02
5905105,88,1,500,-38.82,-75.698,2020-02-13
5905105,89,1,500,-38.536,-76,2020-02-23
6901771,143,1,380,36.782988333333336,17.18542,2017-03-30
5904854,144,1,380,-46.01,34.169,2020-12-07
5904854,32,0,220,-46.925,-54.79,2017-11-04
5904854,11,1,420,-53.409,-53.355,2017-04-07
5904854,22,1,380,-43.583,-58.868,2017-07-26
5904185,146,1,260,-61.915,-81.609,2018-05-14
5904185,58,1,300,-59.678,-108.91,2015-11-17
5904185,73,1,260,-61.451,-104.202,2016-04-20
5904185,36,2,420,-60.297,-119.544,2015-04-04
5904185,149,2,420,-60.173,-74.221,2018-06-14
5904185,53,0,300,-60.481,-114.406,2015-09-26
5904185,161,0,380,-54.077,-50.821,2018-10-15
5904185,71,2,300,-61.286,-103.49,2016-03-30
5904185,57,0,380,-60.289,-109.255,2015-11-07
5904185,72,2,220,-61.561,-103.715,2016-04-09
5904185,136,0,420,-61.652,-83.391,2018-01-30
5904185,126,0,260,-62.017,-95.611,2017-10-19
5904185,44,0,420,-62.647,-114.284,2015-06-25
5904185,157,0,220,-57.327,-57.653,2018-09-04
5904185,124,0,420,-61.248,-96.722,2017-09-29
6901773,189,1,260,33.486576666666664,33.327263333333335,2018-03-03
6902545,146,0,300,68.999,-5.797,2018-01-16
6902545,141,0,420,69.967,-2.785,2017-11-27
6902545,135,0,340,72.158,1.931,2017-09-27
6902545,134,0,700,71.558,1.884,2017-09-16
6902545,109,0,420,71.259,9.829,2017-01-09
6902545,17,0,220,71.654,-0.154,2014-07-03
6902545,203,0,220,67.707,2.295,2019-08-11
6902545,126,0,460,71.042,8.202,2017-06-28
6902545,195,1,220,67.572,5.967,2019-05-23
6902545,74,1,220,68.903,0.65,2016-01-24
5906635,65,0,220,-38.704768333333334,161.70359833333333,2022-09-12
5906635,16,0,260,-35.56023833333333,152.32391666666666,2021-06-09
5906635,86,1,500,-40.69666833333333,167.03701833333332,2023-04-10
5903887,26,0,420,75.86,-1.969,2012-12-27
5903887,76,0,220,74.673,-7.176,2013-09-12
6901578,222,0,380,-47.14562333333333,95.36900833333333,2017-09-15
6901578,92,0,420,-43.573478333333334,40.58871166666667,2016-03-01
6901578,322,0,380,-49.448031666666665,124.04531,2018-09-30
3901497,190,0,740,-33.77298,-13.16791,2017-01-04
3901497,260,0,260,-32.174345,-20.253543333333333,2017-11-25
5904980,80,0,660,-58.028,-39.946,2019-03-15
5904980,88,0,500,-57.905,-34.62,2019-06-05
6902549,32,1,340,71.128,-3.41,2015-04-06
6902549,2,1,420,72.66,1.495,2014-08-08
6902549,48,1,420,68.281,-6.602,2015-06-25
6902549,221,0,780,71.862,5.765,2017-11-06
6902549,72,0,220,63.981,-4.231,2015-10-23
6903874,103,0,820,-1.4877216666666666,-0.7486116666666667,2023-08-31
5903592,63,0,340,72.128,-13.189,2012-07-10
5906560,52,2,460,-55.5854,-51.8731,2024-06-22
4903365,17,0,220,57.65,-40.874,2022-01-20
6901775,69,1,300,36.25190333333333,21.943571666666667,2019-05-31
6901775,120,0,220,36.615253333333335,22.11169,2020-01-19
6901775,144,1,380,36.58143833333333,21.576956666666668,2020-04-16
6901775,112,0,260,36.49461,22.11152166666667,2019-12-26
6901775,201,1,300,37.07260333333333,20.932811666666662,2021-05-20
5906541,56,0,980,-39.3298,-43.6611,2024-05-29
6903549,208,0,380,70.61647166666667,-3.7523283333333337,2022-03-15
6903549,117,1,220,66.148585,-0.7626716666666666,2020-12-15
6903549,209,1,340,70.41586666666667,-4.865061666666667,2022-03-20
5905371,72,0,260,-56.581,-172.065,2020-01-09
5905371,77,1,300,-54.977,-170.121,2020-02-28
5905371,55,1,340,-56.174,164.558,2019-07-22
2903472,7,0,260,-37.0747,12.7527,2023-11-24
5906537,63,2,300,-11.854,58.838,2024-07-29
5906537,29,0,300,-10.3934,59.6534,2023-08-24
5905991,132,0,260,-57.92,-2.525,2022-09-04
5905991,140,0,420,-56.44,-1.622,2022-11-23
1902380,3,0,300,18.304,-37.694,2022-02-07
1902380,2,1,340,18.183,-37.862,2022-01-28
5906636,47,0,260,-36.31345,151.07909999999998,2022-04-04
5906206,165,1,260,-41.691,143.121,2024-08-24
5904676,25,0,260,-52.371,95.617,2016-10-07
5904676,71,2,380,-54.656,115.522,2018-02-25
5904676,148,1,500,-59.065,168.675,2020-06-21
5904676,18,1,380,-49.408,90.896,2016-07-22
6901512,100,0,220,42.532405,4.97151,2013-12-20
5904678,130,1,420,-55.266,167.086,2019-09-03
5906317,70,0,300,-60.25372368750825,-116.6895639006022,2022-12-21
5906317,71,2,260,-60.19988713336315,-116.55384570364106,2022-12-31
5906317,59,0,340,-60.742,-119.172,2022-09-01
5906317,99,0,220,-62.061,-100.482,2023-10-10
5905377,44,1,380,-59.097,168.364,2019-04-15
5905377,62,1,220,-61.038,173.148,2019-10-14
5905377,43,2,380,-58.884,166.097,2019-04-05
5905377,139,0,220,-55.506,-152.516,2021-11-28
5905377,113,0,220,-60.383,-163.827,2021-03-10
5903718,177,2,420,-61.699,-106.069,2014-09-05
5903718,133,0,420,-56.697,-126.382,2014-01-19
5906972,52,1,380,-17.228038333333334,42.856136500000005,2024-01-09
7900947,1032,0,340,-66.55409874442053,22.373667469294723,2023-10-18
6902739,239,2,540,-52.521148333333336,83.15788166666667,2018-09-11
5906303,52,1,300,3.39,176.597,2022-02-08
5906562,22,2,260,-56.9023,-56.0873,2023-08-23
5906562,4,0,420,-56.9893,-77.851,2023-02-18
5906518,1,0,300,29.954,151.336,2022-05-15
6902905,363,0,340,-49.695275,135.974295,2021-08-28
6902905,323,2,540,-45.57037166666667,119.40895166666668,2021-06-09
5906000,80,0,260,-63.928,83.265,2021-03-01
5906000,127,0,340,-60.405,90.433,2022-06-19
6902669,27,0,380,69.62709216666667,-63.409164,2017-08-23
6902669,26,0,380,69.60766166666667,-63.407396,2017-08-22
6901764,127,2,220,34.505475,29.263561666666668,2017-04-06
6901764,72,2,260,34.370875,27.939513333333338,2016-04-26
6901764,8,2,300,34.539858333333335,26.98067,2015-06-11
6903569,40,0,260,68.22987,-4.23139,2020-12-03
6903569,11,1,220,67.10981,-2.12297,2020-07-07
6903569,62,1,220,66.59833,-5.17374,2021-03-23
6903569,106,1,340,65.56252,-4.14743,2021-07-23
5904767,36,1,420,-57.58,-150.174,2017-04-21
5904767,39,0,420,-57.307,-146.602,2017-05-21
5906551,27,0,420,-50.4311,-142.5693,2023-09-16
5906470,85,0,380,19.9888,-148.2156,2024-04-08
5906212,14,1,300,-59.132,-89.856,2020-04-22
2903464,11,0,340,2.1256,82.6678,2023-10-11
2903464,8,0,300,2.9498,82.3898,2023-09-11
2903464,10,0,220,2.3085,82.5374,2023-10-01
2903464,19,0,300,2.1262,83.6082,2024-01-01
2903464,37,0,340,2.9649,81.7113,2024-07-04
2903464,36,1,340,3.2825,82.0923,2024-06-24
5906526,6,1,420,-48.462,43.385,2022-06-30
5904396,21,1,540,-55.059,-138.318,2014-07-27
5904396,1,1,340,-55.01,-150.011,2014-04-12
5904396,61,1,420,-55.148,-124.164,2015-02-27
6902548,195,1,300,70.946,3.716,2017-07-05
6902548,109,1,300,68.186,1.961,2016-04-22
6902548,187,1,500,71.885,4.006,2017-05-19
6902548,117,0,260,68.355,6.881,2016-06-01
6902548,213,1,300,71.139,-0.32,2017-10-05
5906508,16,1,300,-55.734,128.182,2022-07-16
4903488,48,1,340,53.57,-18.6747,2024-08-14
4903488,18,1,420,51.5103,-19.31,2023-10-19
5905099,91,1,300,-56.272,-131.282,2019-10-09
5905099,95,1,260,-56.96,-130.31,2019-11-18
5905099,96,1,340,-56.497,-128.764,2019-11-28
6902735,260,0,340,-53.605311666666665,92.32179166666668,2018-10-30
6902735,287,0,300,-55.778261666666666,96.35086833333334,2018-12-23
6902735,225,1,340,-51.69386,82.95692333333334,2018-07-07
