WMO,CYCLE_NUMBER,critical_pres,total_area_aou,integrated_poc,LATITUDE,LONGITUDE,TIME
5906043,8,300,4734.445191377585,194.22677011404187,4.572,-139.24,2019-10-22
5906043,7,300,4864.919379823974,123.90296925446032,4.52,-139.277,2019-10-19
5905371,92,300,233.18770471299092,36.864461754943235,-55.186,-164.194,2020-07-28
5905371,109,500,979.9427051028688,126.5223210385394,-55.69,-142.852,2021-01-15
5905371,126,380,433.5890201592288,64.56355521325503,-54.841,-129.93,2021-07-05
5905371,134,540,0,13.57358941430638,-54.877,-115.371,2021-09-24
5905371,122,940,0,38.274363073873225,-55.415,-137.31,2021-05-26
5905371,44,220,346.95038550438676,33.89096053669403,-55.696,152.863,2019-04-02
5905371,42,260,624.5813919481648,48.86707472552651,-53.661,151.036,2019-03-12
5905371,47,660,1549.7864014529505,41.13623949003187,-55.894,156.934,2019-05-02
5905371,73,300,1452.1675180026205,247.261494272058,-56.502,-171.151,2020-01-19
5905371,68,340,953.979142857674,76.11184196257757,-57.516,-175.468,2019-11-29
5905371,74,380,789.6228127354557,125.99678501792572,-56.05,-170.369,2020-01-29
5905371,127,220,1161.9796366187431,13.58086347867144,-55.434,-127.405,2021-07-15
5905371,128,340,531.8476841106659,14.974211593449532,-56.536,-125.408,2021-07-25
5906545,10,220,733.50196376642225,56.712114164949135,-49.02,-163.588,2023-03-06
5905991,82,500,326.1245649493529,35.744699144434406,-58.175,-30.786,2021-04-18
5906636,108,940,1038.1929256945832,42.50993572037514,-45.364198333333334,145.02657833333333,2023-12-03
5906636,10,500,922.268700848038,67.78608038736874,-34.892783333333334,155.20843499999998,2021-05-26
5906636,116,260,832.950635465233,158.17647042902817,-45.91162833333333,145.632425,2024-02-21
5906206,104,420,0,0,-49.07,128.404,2022-12-06
5906206,83,380,1166.280443871763,29.678485235007443,-47.536,105.028,2022-05-04
5906206,118,380,3069.6172551632303,40.30552711646881,-44.639,144.216,2023-04-29
2903465,39,300,2047.7424042663745,173.69485530401417,-4.8295,86.934,2024-06-24
2903465,42,260,2818.545375090009,133.82891285079265,-4.5784,87.5534,2024-07-24
2903465,1,300,2683.7455111508943,99.99812313166612,-5.0764,86.6602,2023-07-06
5904676,139,220,54.6167612200844,3491.3717182664636,-55.97,164.213,2020-03-14
5904676,22,420,188.427257986373,75.88664403544122,-50.423,93.422,2016-09-04
5904676,5,380,4753.507375209063,324.902969838543,-50.532,84.409,2016-03-01
5904676,141,300,49.882948686358255,1090.6259293551018,-56.965,165.342,2020-04-05
5904676,58,300,2942.4927537376984,120.87431659238278,-49.258,110.486,2017-10-05
5904676,24,340,2511.5115538623995,138.75661189657197,-51.637,95.297,2016-09-26
5904676,23,220,926.8681404511628,71.53885984759616,-51.032,94.533,2016-09-15
5904676,35,260,1058.3658199103925,159.52195558908394,-52.341,101.588,2017-01-25
6901512,134,220,2824.1712174262584,211.0680568757573,41.93354,3.887455,2014-04-01
6901512,128,220,1514.5645428711607,210.84024153805376,42.31775,4.473475,2014-03-14
6901512,138,540,811.7777262779803,64.83675504627702,41.72613333333334,3.71392,2014-04-13
6901512,104,220,1090.58135991531,101.69382123592158,42.35972833333334,4.976466666666667,2014-01-01
6901512,129,260,1349.578002156337,118.6184989822213,42.269055,4.3630933333333335,2014-03-17
6901512,137,300,1959.633696939594,115.38873693858488,41.77940666666667,3.754715,2014-04-10
5904678,132,380,4173.474935471944,229.72610855673207,-55.531,173.095,2019-09-23
5904678,29,500,447.8994331388391,390.1864559430593,-47.622,157.776,2016-11-21
5904678,127,860,929.7695011830826,0,-52.436,154.823,2019-08-04
5904678,36,260,825.6625395528066,10.713820009789284,-47.202,159.517,2017-01-30
5904678,122,940,0,7.003648665981473,-52.214,149.562,2019-06-14
5906552,9,500,214.1774848313868,5.550083542548695,-54.3405,-127.0897,2023-03-17
5906552,16,460,719.963031615873,99.13535796854242,-51.0217,-120.7287,2023-05-28
5906552,61,860,400.9434291463346,14.663634586352606,-53.3338,-104.1252,2024-09-03
5906552,14,900,394.02573511363096,14.333052522049046,-51.0563,-122.8526,2023-05-08
6901767,179,260,1224.523655047245,482.58433131445986,40.658606666666664,10.362181666666666,2018-01-08
2903473,2,420,1162.82889944995,34.98488433911282,-46.0994,-28.5955,2023-10-12
5906317,101,300,774.0331046589058,44.22325816862088,-62.758,-100.965,2023-10-30
5906317,25,340,2385.4222457098854,93.31907910392202,-58.361,-126.438,2021-09-24
5906317,63,300,1759.078407020755,161.1180731837331,-61.382,-116.914,2022-10-11
5906317,35,540,0,157.75002244531817,-58.389,-123.18,2022-01-03
5906317,62,300,3349.4808234970455,69.69050700397027,-61.96,-116.705,2022-10-01
5906317,28,500,1979.995377016497,26.118449705456328,-59.178,-123.546,2021-10-24
5906317,97,300,2607.5385733493904,111.1551878471911,-62.154,-99.34,2023-09-20
5906317,108,260,707.4783837553474,175.10450320133404,-63.002,-98.088,2024-01-10
5906317,77,300,856.6437435164786,68.60156899935662,-59.551,-109.483,2023-03-02
5906317,33,220,2128.8470081802348,1390.4486501857696,-58.449,-124.676,2021-12-14
5906317,41,420,1763.501129224032,5.427545186866049,-60.003,-119.857,2022-03-04
5906317,81,420,2765.971779985235,12.436780528608328,-60.302,-106.508,2023-04-11
5906317,76,340,3430.730942530061,224.7380195526933,-60.186,-109.579,2023-02-20
5906317,21,260,3661.062630023546,49.08420414730576,-58.621,-129.919,2021-08-15
5906317,127,260,80.87420370551384,19.87333970632855,-60.775,-80.324,2024-07-20
5906317,24,420,6952.902389564761,165.10146685910652,-57.892,-127.024,2021-09-14
5906317,29,340,3453.073574281836,250.3767483764525,-58.758,-122.267,2021-11-03
5906317,26,420,6065.5794410208455,138.72160085196043,-59.125,-125.866,2021-10-04
5906317,121,260,1422.1543451613643,89.69823290356896,-61.029,-88.491,2024-05-20
5905070,47,380,432.4928198512031,12.284179020046894,-50.894,102.009,2018-04-22
5905070,52,380,536.1693863233534,70.95573199204884,-50.212,103.836,2018-06-12
5905377,66,260,878.6613519775692,118.34788032067014,-61.401,175.58,2019-11-23
5905377,144,500,2032.965530141874,0,-53.452,-143.22,2022-01-17
5905377,138,340,2303.3605759148463,141.95627727206988,-55.802,-154.072,2021-11-18
5905377,141,220,2028.5969265092008,209.1357890467245,-54.817,-148.829,2021-12-18
5905377,147,460,1570.0081668659905,294.3137549325045,-52.597,-141.969,2022-02-17
5905377,140,460,2749.9432665437475,142.0024730314305,-55.341,-150.507,2021-12-08
5905377,134,300,3549.928044515806,69.99917605468482,-57.612,-154.987,2021-10-08
5905377,136,260,0,49.21867784350896,-56.901,-154.276,2021-10-28
5905377,142,340,1944.7295315482784,92.49593544883744,-55.224,-144.602,2021-12-28
5903718,136,540,1546.1330756045354,116.67202598207056,-58.472,-125.877,2014-02-04
5903718,135,660,1224.560147679902,119.71367209483572,-58.233,-125.393,2014-01-30
5903718,160,300,1676.3323614533117,147.1506640774083,-59.794,-110.555,2014-06-09
5903718,33,220,428.9148272306229,9.672522208393945,-50.051,-162.07,2012-08-18
5903718,106,420,609.8001275487476,83.44190043649898,-52.694,-144.165,2013-09-01
5903718,114,220,2143.2018689439014,270.9949837048382,-52.662,-139.301,2013-10-13
5903718,172,300,929.4727843779392,33.421491730103156,-60.415316848391086,-108.18477273065974,2014-08-10
5903718,139,380,3854.055934490604,719.9034620818611,-58.186,-123.27,2014-02-20
5903718,108,460,6856.088560883247,79.62882182580415,-52.085,-143.544,2013-09-12
5903718,141,220,1217.1763278075491,87.1449361243075,-57.893,-121.417,2014-03-02
5906972,53,740,602.649888679126,55.76884227144168,-16.664179121890918,42.719695124046765,2024-01-19
6902739,236,420,5210.3137909952,96.7798323508816,-51.11700333333334,83.62843833333334,2018-08-31
6902739,238,220,5485.519375499653,146.15679189503155,-52.44311833333333,82.68913333333333,2018-09-08
4903757,9,380,1106.0908271736982,10.053539615217929,-61.3602,-98.7097,2024-07-17
5906303,49,500,1533.847483614053,68.94526789250628,3.616,178.395,2022-01-09
5906562,33,260,1136.4317552963196,93.51003348903672,-52.1693,-44.7839,2023-12-14
5906562,17,300,1147.2628719885736,111.1373677954118,-59.1764,-66.4347,2023-07-02
5906562,59,260,2188.0135637080275,102.50672084016682,-47.4806,-23.3039,2024-09-08
5906562,19,860,1732.5034217387836,61.43443489414589,-55.2137,-61.0707,2023-07-23
5906562,16,460,2918.1669980667853,204.272179610071,-58.3507,-69.3182,2023-06-22
5906562,23,220,4373.165564841303,157.0958283006687,-55.1014,-51.2612,2023-09-02
6902905,358,260,1168.765115595003,182.48411456191576,-49.276055,134.94604166666667,2021-08-18
6902905,201,300,352.5940486906176,67.93365671313688,-47.42655,83.02862,2020-10-08
6902905,219,540,1551.2996574380145,97.25021916996955,-46.03923833333333,87.653125,2020-11-13
6902905,232,220,675.4805377197225,98.73798625257646,-45.34378666666667,90.21115333333331,2020-12-09
6902905,199,740,0,49.03331354676559,-47.16245333333333,82.76920666666666,2020-10-04
6902905,234,660,1066.4777838501875,60.08068415267794,-45.0377,90.20152833333331,2020-12-13
6902905,235,220,441.6171065950104,61.23292107731352,-44.79725166666667,90.26187,2020-12-15
6902905,233,580,763.2507933648108,42.30035033324567,-45.242558333333335,90.220655,2020-12-11
6902905,267,820,201.14750085647512,70.32924118196632,-44.316143333333336,96.38441333333331,2021-02-17
5906000,87,380,1028.3871529139265,22.72098480881284,-61.876,85.48,2021-05-11
5906000,84,460,2293.608552542092,240.0581760213383,-63.42,85.135,2021-04-11
5906000,65,420,1504.121048899231,263.57068476760264,-64.097,90.084,2020-10-02
5905368,79,220,1387.9673559695368,347.1541311135416,-52.825,83.82,2020-03-17
5905368,74,260,1592.5180835716728,78.97107666333912,-50.591,84.751,2020-01-26
6901764,172,380,1082.8706045753174,43.432139022494894,32.972658333333335,26.795871666666667,2018-02-15
6901764,173,380,755.2063947412366,98.24116529177586,32.91789166666667,27.009148333333332,2018-02-22
6901764,128,260,1205.4379968023884,182.38638713234147,34.67957833333333,29.049651666666666,2017-04-13
6901764,171,220,523.3663322154421,69.54901200150113,32.987695,27.02487,2018-02-08
6903569,31,220,1167.066462402238,350.9962881740856,68.00735,-4.11705,2020-10-19
6903569,161,220,892.7767200635024,92.70092749208844,68.54372,-3.83343,2022-04-25
5906440,76,300,1654.8925024291404,167.64274287694056,39.598,-47.781,2023-04-19
5906440,116,420,1161.7203198130085,83.12468525129167,45.983,-36.946,2024-05-23
5906212,10,260,1452.104885057205,257.52703916550826,-59.509,-88.697,2020-03-12
5906212,3,260,3752.982299931512,87.22600963470273,-59.577,-90.715,2019-12-31
5906212,1,220,3923.605197747977,1455.8463837980098,-60.16,-89.026,2019-12-10
5906212,2,340,1361.7608790055622,21.79798836058887,-60.681,-89.666,2019-12-21
5906212,15,340,60.86857716943233,99.69387970553542,-59.033,-89.883,2020-05-02
5906212,24,380,467.8686249912855,14.613047972247127,-59.185,-84.132,2020-08-03
5906526,8,380,393.9215988461567,34.08195495274718,-48.77,45.782,2022-07-21
5906526,70,980,0,9.899310310173975,-44.266,76.816,2024-04-24
5906526,69,980,0,0.18060559037638155,-45.468,75.402,2024-04-14
5904396,7,300,485.3642934404681,46.38265952226848,-54.932,-146.336,2014-05-14
5904396,12,540,233.7682593307958,93.18216637678157,-53.956,-140.699,2014-06-09
5904396,89,380,33.710512917632926,33.54706389284798,-51.168,-121.034,2015-09-27
5904396,10,260,427.04390334754896,53.44915232225319,-54.006,-141.835,2014-05-30
5904396,52,540,295.8068340667501,10.453717355583668,-51.837,-129.582,2015-01-10
5904396,4,420,0,7.508862574464459,-54.618,-149.732,2014-04-28
5904396,5,420,0,77.57161881791923,-54.087,-148.271,2014-05-03
5904396,22,380,405.4944680949047,93.63054665272917,-54.968,-137.594,2014-08-02
5906508,14,300,1547.3664224704316,99.30311153493236,-55.424,129.385,2022-06-26
4903488,45,380,1270.296962180027,191.6850711777167,53.6923,-18.5425,2024-07-15
5905099,78,260,568.7023673125569,60.659350450476616,-57.199,-132.633,2019-05-31
5905099,98,380,380.773006795479,95.03141922967238,-56.751,-127.671,2019-12-18
5905099,28,300,699.1573889648035,35.88961915237125,-60.703,-168.673,2018-01-13
5905099,86,220,397.657607201929,3.130273412212918,-57.826,-128.819,2019-08-20
5905099,21,300,2286.034887767324,24.76797697465864,-60.646,-173.581,2017-11-04
5905099,89,300,2468.532438215892,76.53861309745943,-56.212,-130.679,2019-09-19
5905099,93,300,1269.4354075585782,150.9477176609803,-56.451,-131.773,2019-10-29
6902735,250,340,826.4226363584502,47.097786232805056,-53.800095,89.38171833333334,2018-10-10
6902735,270,460,5109.035496037225,221.06894059886773,-55.077526666666664,93.26912,2018-11-19
6902735,249,380,1797.812710466312,158.1968703748513,-53.78051,89.09523333333334,2018-10-08
6902735,271,340,5649.919870759533,242.3767323762828,-55.316315,93.27426166666666,2018-11-21
6902735,312,380,1082.248148538208,107.5624108113932,-54.98572,93.43389,2019-02-11
6990505,61,300,6844.8536524313595,15.18030666834968,-10.628600666666667,48.7539695,2024-05-13
6990505,62,940,2170.1670316676955,268.3150411095255,-11.1674755,47.20078483333334,2024-05-22
6990505,37,300,2590.907587845268,289.2250534068902,-14.285089,51.65615016666667,2023-09-24
5903593,245,500,452.1765551194783,17.51031747662815,-48.766,141.162,2015-09-05
5903593,250,460,1619.3467232001408,53.981897616542405,-51.27324383880471,141.60660744406246,2015-10-02
5903593,184,420,1052.2182251080458,16.01507596406806,-47.154,110.018,2014-10-22
5906036,9,500,804.6755766435732,84.08364618796384,-36.623,25.238,2019-07-28
5905130,19,660,620.0271198398237,0,-32.218,12.335,2018-03-10
5905501,32,820,179.1796581643221,83.54478702370719,-44.68569333333333,150.13835333333333,2022-05-06
5905501,67,380,2235.7429345094793,93.42936860572942,-46.09426833333334,151.49968833333332,2022-06-27
5905501,26,220,1032.721719387999,88.62120483831501,-44.872385,150.3057816666667,2022-04-27
5905501,74,420,2086.6664101313945,66.5666923690067,-46.40353333333333,152.2926,2022-07-08
5905501,63,380,2378.498396188144,122.06871102754702,-45.581990000000005,151.71156166666665,2022-06-21
6901528,68,220,1359.1579780958457,102.46814334392108,33.658195,28.674156666666665,2014-01-30
7900585,13,260,688.6215728264943,186.81398142267437,50.30645,-37.96056,2021-08-24
7900585,74,460,194.91474435175425,64.64566698115593,51.05154,-39.6321,2021-12-24
7900585,157,500,260.0057351231405,64.86911240168882,57.28773,-22.60493,2023-01-21
7900585,4,300,1086.2976755193365,521.0050983219957,49.63913,-38.42104,2021-08-06
7900585,65,380,324.154567728747,85.03447165057739,50.53726,-38.91712,2021-12-06
7900585,140,220,548.2011792254618,172.11378508728285,53.80252,-28.23025,2022-10-27
7900585,175,220,2966.3211778250993,791.033407201079,57.64628,-23.44324,2023-04-21
7900585,152,460,1872.7798239923295,57.05945220449895,55.95427,-25.75645,2022-12-26
7900585,104,260,6136.024004751948,167.9488088232088,51.03337,-35.26421,2022-04-30
7900585,197,420,892.8994514421223,113.33908295736228,57.70476,-27.2762,2023-08-09
7900585,179,300,3108.0750174072873,165.6637517348719,58.03078,-24.8894,2023-05-11
7900585,105,340,3899.494068035138,81.4232070864566,51.24893,-35.25853,2022-05-05
7900585,112,260,1114.067182889382,333.6072679301479,51.58376,-32.69939,2022-06-09
7900585,128,300,2579.895637015332,181.6105836911907,52.27456,-28.2222,2022-08-28
7900585,123,300,1818.313375077165,646.2449248800037,52.2826,-30.87551,2022-08-03
7900585,147,260,1640.5684909184563,104.12637702301224,54.86886,-27.14467,2022-12-01
7900585,110,300,3472.9759430568597,240.62087477064404,51.57974,-33.55576,2022-05-30
7900585,228,260,296.8414565710053,141.2962126763487,57.48507,-28.76136,2024-01-11
7900585,111,260,6810.167325530142,246.66535719812632,51.5812,-33.10809,2022-06-04
7900585,106,260,1522.8473403804248,144.3967633429199,51.37506,-35.27306,2022-05-10
7900585,193,300,3796.7769123113394,745.6942384605899,57.87187,-27.14308,2023-07-20
7900585,126,340,842.0301438614699,297.9776073072771,52.56913,-29.29093,2022-08-18
7900585,219,340,1548.41129115575,260.0544754679948,57.35944,-29.3184,2023-11-27
7900585,220,380,3296.898325305442,18.56346548751413,57.47752,-29.36764,2023-12-02
7900585,73,500,2700.839199679805,50.888854874073765,51.04134210127644,-39.578172273706905,2021-12-22
7900585,226,460,2259.8774235719807,53.51989410103865,57.70922,-28.62483,2024-01-01
7900585,207,220,1838.21921011765,177.47895651906785,57.75018,-28.54634,2023-09-28
7900585,76,420,264.17449551296323,108.04150390566797,50.93481,-39.57455,2021-12-28
7900585,210,540,576.6060063887292,114.70776099009092,57.75175,-28.30378,2023-10-13
7900585,192,300,1340.8595931737725,510.5206810677389,57.93477,-27.16426,2023-07-15
7900585,94,220,6450.973522676431,270.0258341876171,50.03954,-36.20948,2022-03-11
7900585,109,300,1650.1950243543176,93.48294315621706,51.5246,-34.02639,2022-05-25
7900585,181,260,2823.0027377298757,60.54988333453212,57.68709,-25.08629,2023-05-21
7900585,205,260,2883.7244249712835,496.7594965756931,57.5444,-28.11353,2023-09-18
7900585,82,220,1248.5646945800586,91.59304258729875,49.93506,-38.99941,2022-01-10
5906501,21,460,3146.76503208128,221.12517473684557,-41.549,39.751,2022-09-27
5906501,15,340,3203.336395999882,427.9521328643472,-37.653,34.353,2022-07-27
6901523,97,620,1382.339266628853,73.17732341925316,61.93213,-32.47464,2014-08-29
6901523,73,220,1113.4052398827444,211.75263892310292,60.70574666666667,-37.29098166666667,2014-05-01
6901523,131,460,1715.268257646023,104.84323334016584,62.227358333333335,-38.66849166666667,2015-04-08
6901523,116,580,1587.1442962362903,113.14419959891768,62.382178333333336,-31.050911666666668,2015-01-31
6901523,117,380,1643.8953040513516,116.51310694550864,62.601906666666665,-31.314693333333334,2015-02-05
6901523,26,220,1320.4125562431273,341.78610195902866,58.116611666666664,-50.564523333333334,2013-07-05
5906553,40,380,3484.7842348019763,318.6506499042108,-59.9556,-102.4712,2024-02-05
5906553,33,340,327.06396630883694,19.620444284537808,-57.8194,-112.4787,2023-11-25
5906553,51,620,0,59.042848211446,-57.8794,-89.0282,2024-05-29
5906553,35,420,6916.318350168539,547.8566174497129,-58.3682,-108.5241,2023-12-15
5906553,59,300,3751.223427246687,174.83379808005566,-59.6164,-87.5572,2024-08-19
7900589,108,340,995.261478605549,292.37553347903213,52.84921,-45.71317,2022-07-06
5905638,174,980,0,33.62795167872909,-65.583,149.781,2022-12-22
5905134,121,740,0,63.38415021969147,-33.437,7.719,2021-01-09
5905134,132,860,3539.137665775742,66.69362845390204,-31.204,6.289,2021-04-30
5906208,45,540,390.94818138993423,67.65569834017445,-43.535,70.96,2021-04-03
5906208,40,860,645.5903981549851,28.532700601148793,-45.244,66.407,2021-02-11
1902602,61,500,86.37259491625065,22.19301395717279,68.14627833333333,-5.254796666666667,2024-03-15
5904982,19,420,562.5763402608711,89.91578755487545,-51.826,-51.696,2017-06-28
5904982,24,300,27.25617313060409,71.7738906735948,-48.272,-54.37,2017-08-17
4903485,51,660,2579.0909076046573,97.1928853398255,26.8322,-16.9931,2024-08-31
6904118,89,620,3029.291131485213,5.9310112957187435,-43.6827,32.26644,2023-05-23
6904118,10,420,1281.5986528025092,116.64271674027144,-32.2401,15.27742,2021-11-25
6904118,87,340,1887.7716487395865,77.72701739931111,-43.7099,30.92722,2023-05-09
6904118,77,220,3121.2498897591545,57.568720661408975,-43.38398,26.56307,2023-03-01
6904118,98,620,1810.587440368583,50.26784781613774,-42.22198,35.65449,2023-07-24
6904118,99,420,823.2809263269393,77.8440126311236,-42.20137,36.20726,2023-07-31
6904118,128,980,377.7155430744583,20.9371988096319,-38.92516,44.8217,2024-02-15
6904118,59,500,800.6589094854698,39.90091961036088,-39.96805,28.36712,2022-10-28
6904118,62,260,2624.6986421532833,173.79484755237092,-41.03551,30.44906,2022-11-18
6904118,51,980,1020.8974084321924,43.62409676777995,-39.0857,23.52727,2022-09-03
6904118,124,660,798.298726485074,51.20863610530534,-39.80564,42.41139,2024-01-19
5906507,197,300,925.6200139057652,75.46684619755821,37.232,-125.0804,2024-07-08
5906507,153,380,0,7.325677615576292,36.4541,-125.4926,2023-11-18
5906312,24,540,423.5224255227595,8.794554799207127,-58.8566,-50.6406,2023-07-07
5906312,39,380,3822.1977146489944,253.3511619862028,-57.1253,-46.1876,2023-12-09
5906312,32,700,553.3976330543575,55.84284415057611,-59.5158,-48.0653,2023-09-28
5906312,26,540,597.7056066666355,3.340796606416525,-59.5644,-50.015,2023-07-28
5906312,44,420,1407.793092255656,116.60276166517124,-56.5338,-41.9683,2024-01-29
5906312,35,260,2775.7457050507237,68.96427578044667,-58.8069,-48.5585,2023-10-29
5906312,48,660,1250.0137776764957,23.223658530047437,-55.6077,-41.9895,2024-03-10
6903273,202,220,772.2319508368732,211.36615882261916,65.763,0.455,2021-01-12
6903273,88,220,1607.200031583356,358.90591082768856,64.371,-2.503,2017-10-24
6903273,85,220,897.1126645515536,251.74178843682105,64.602,-2.927,2017-09-23
6903273,90,260,592.7357973538152,257.0549294130824,63.98,-3.124,2017-11-15
6903273,121,220,1863.6062262610967,388.69813596499,65.852,1.91,2018-10-02
6903273,84,220,1139.9661839552834,372.7643565111299,64.711,-3.021,2017-09-13
6903273,86,300,1218.2818205088995,331.94962179064,64.475,-2.192,2017-10-03
